## This file was generated by SeaState called from Python on Sep-17-2025 at 16:35:26
## This file contains outputs from calls to SeaState routines (not the CalcOutput) at the 20 points specified in the file Points.Results.dat
# 
# 
# 
# 
          T             x             y             z            V_x           V_y           V_z           A_x           A_Y           A_Z       nodeInWater      elev          norm_x        norm_y        norm_z
         (s)           (m)           (m)           (m)          (m/s)         (m/s)         (m/s)         (m/s)         (m/s)         (m/s)          (-)          (m)           (m/s)         (m/s)         (m/s) 
       32.769        50.000         0.000      -100.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000         0.000      -150.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000         0.000      -190.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.020        -0.000        -0.000         1.000
       32.769        50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.020        -0.000        -0.000         1.000
       32.769        50.000        50.000       -10.000        -0.413         0.000         0.127         0.116         0.000         0.443             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000        50.000       -50.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000        50.000      -100.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000        50.000      -150.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000        50.000      -190.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.020        -0.000        -0.000         1.000
       32.769        50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.020        -0.000        -0.000         1.000
       32.769        50.000       100.000       -10.000        -0.413         0.000         0.127         0.116         0.000         0.443             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000       100.000       -50.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000       100.000      -100.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000       100.000      -150.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       32.769        50.000       100.000      -190.000        -0.048         0.000         0.035         0.040         0.000         0.096             1        -1.020        -0.000        -0.000         1.000
       34.154       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       -50.000       -10.000        -0.688         0.000        -1.587        -1.247         0.000         0.335             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       -50.000       -50.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       -50.000      -100.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       -50.000      -150.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       -50.000      -190.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.630        -0.000        -0.000         1.000
       34.154       -50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.630        -0.000        -0.000         1.000
       34.154       -50.000         0.000       -10.000        -0.688         0.000        -1.587        -1.247         0.000         0.335             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000         0.000       -50.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000         0.000      -100.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000         0.000      -150.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000         0.000      -190.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.630        -0.000        -0.000         1.000
       34.154       -50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.630        -0.000        -0.000         1.000
       34.154       -50.000        50.000       -10.000        -0.688         0.000        -1.587        -1.247         0.000         0.335             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000        50.000       -50.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000        50.000      -100.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000        50.000      -150.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000        50.000      -190.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       100.000       -10.000        -0.688         0.000        -1.587        -1.247         0.000         0.335             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       100.000       -50.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       100.000      -100.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       100.000      -150.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154       -50.000       100.000      -190.000        -0.468         0.000        -0.617        -0.479         0.000         0.259             1        -1.630        -0.000        -0.000         1.000
       34.154         0.000       -50.000         1.000         0.944         0.000         0.185         0.648         0.000        -0.425             1         1.420         0.061        -0.000         0.998
       34.154         0.000       -50.000        -1.000         0.947         0.000         0.084         0.508         0.000        -0.488             1         1.420         0.061        -0.000         0.998
       34.154         0.000       -50.000       -10.000         0.715         0.000        -0.275        -0.018         0.000        -0.529             1         1.420         0.061        -0.000         0.998
       34.154         0.000       -50.000       -50.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000       -50.000      -100.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000       -50.000      -150.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000       -50.000      -190.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000         0.000         1.000         0.944         0.000         0.185         0.648         0.000        -0.425             1         1.420         0.061        -0.000         0.998
       34.154         0.000         0.000        -1.000         0.947         0.000         0.084         0.508         0.000        -0.488             1         1.420         0.061        -0.000         0.998
       34.154         0.000         0.000       -10.000         0.715         0.000        -0.275        -0.018         0.000        -0.529             1         1.420         0.061        -0.000         0.998
       34.154         0.000         0.000       -50.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000         0.000      -100.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000         0.000      -150.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000         0.000      -190.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         1.420         0.061        -0.000         0.998
       34.154         0.000        50.000        -1.000         0.947         0.000         0.084         0.508         0.000        -0.488             1         1.420         0.061        -0.000         0.998
       34.154         0.000        50.000       -10.000         0.715         0.000        -0.275        -0.018         0.000        -0.529             1         1.420         0.061        -0.000         0.998
       34.154         0.000        50.000       -50.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000        50.000      -100.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000        50.000      -150.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000        50.000      -190.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000       100.000         1.000         0.944         0.000         0.185         0.648         0.000        -0.425             1         1.420         0.061        -0.000         0.998
       34.154         0.000       100.000        -1.000         0.947         0.000         0.084         0.508         0.000        -0.488             1         1.420         0.061        -0.000         0.998
       34.154         0.000       100.000       -10.000         0.715         0.000        -0.275        -0.018         0.000        -0.529             1         1.420         0.061        -0.000         0.998
       34.154         0.000       100.000       -50.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000       100.000      -100.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154         0.000       100.000      -150.000         0.283         0.000        -0.288        -0.137         0.000        -0.248             1         1.420         0.061        -0.000         0.998
       34.154        50.000       100.000      -190.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.163        -0.000        -0.000         1.000
       34.154        50.000       -50.000        -1.000         0.001         0.000         1.144         1.120         0.000         0.110             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       -50.000       -10.000         0.074         0.000         0.492         0.492         0.000        -0.003             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       -50.000       -50.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       -50.000      -100.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       -50.000      -150.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       -50.000      -190.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.163        -0.000        -0.000         1.000
       34.154        50.000         0.000        -1.000         0.001         0.000         1.144         1.120         0.000         0.110             1         0.163        -0.000        -0.000         1.000
       34.154        50.000         0.000       -10.000         0.074         0.000         0.492         0.492         0.000        -0.003             1         0.163        -0.000        -0.000         1.000
       34.154        50.000         0.000       -50.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000         0.000      -100.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000         0.000      -150.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000         0.000      -190.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.163        -0.000        -0.000         1.000
       34.154        50.000        50.000        -1.000         0.001         0.000         1.144         1.120         0.000         0.110             1         0.163        -0.000        -0.000         1.000
       34.154        50.000        50.000       -10.000         0.074         0.000         0.492         0.492         0.000        -0.003             1         0.163        -0.000        -0.000         1.000
       34.154        50.000        50.000       -50.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000        50.000      -100.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000        50.000      -150.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000        50.000      -190.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.163        -0.000        -0.000         1.000
       34.154        50.000       100.000        -1.000         0.001         0.000         1.144         1.120         0.000         0.110             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       100.000       -10.000         0.074         0.000         0.492         0.492         0.000        -0.003             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       100.000       -50.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       100.000      -100.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       100.000      -150.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       34.154        50.000       100.000      -190.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163        -0.000        -0.000         1.000
       35.538       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       -50.000       -10.000        -1.960         0.000        -0.277        -0.372         0.000         1.423             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       -50.000       -50.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       -50.000      -100.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       -50.000      -150.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       -50.000      -190.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.683        -0.000         0.000         1.000
       35.538       -50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.683        -0.000         0.000         1.000
       35.538       -50.000         0.000       -10.000        -1.960         0.000        -0.277        -0.372         0.000         1.423             1        -4.683        -0.000         0.000         1.000
       35.538       -50.000         0.000       -50.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000         0.000         1.000
       35.538       -50.000         0.000      -100.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000         0.000         1.000
       35.538       -50.000         0.000      -150.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000         0.000         1.000
       35.538       -50.000         0.000      -190.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000         0.000         1.000
       35.538       -50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.683        -0.000        -0.000         1.000
       35.538       -50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.683        -0.000        -0.000         1.000
       35.538       -50.000        50.000       -10.000        -1.960         0.000        -0.277        -0.372         0.000         1.423             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000        50.000       -50.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000        50.000      -100.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000        50.000      -150.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000        50.000      -190.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       100.000       -10.000        -1.960         0.000        -0.277        -0.372         0.000         1.423             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       100.000       -50.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       100.000      -100.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       100.000      -150.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538       -50.000       100.000      -190.000        -0.881         0.000         0.035        -0.045         0.000         0.614             1        -4.683        -0.000        -0.000         1.000
       35.538         0.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.799        -0.072        -0.000         0.997
       35.538         0.000       -50.000        -1.000         1.064         0.000        -1.334        -0.711         0.000        -1.307             1         0.799        -0.072        -0.000         0.997
       35.538         0.000       -50.000       -10.000         0.272         0.000        -1.015        -0.658         0.000        -0.415             1         0.799        -0.072        -0.000         0.997
       35.538         0.000       -50.000       -50.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538         0.000       -50.000      -100.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538         0.000       -50.000      -150.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538         0.000       -50.000      -190.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538         0.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.799        -0.072         0.000         0.997
       35.538         0.000         0.000        -1.000         1.064         0.000        -1.334        -0.711         0.000        -1.307             1         0.799        -0.072         0.000         0.997
       35.538         0.000         0.000       -10.000         0.272         0.000        -1.015        -0.658         0.000        -0.415             1         0.799        -0.072         0.000         0.997
       35.538         0.000         0.000       -50.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072         0.000         0.997
       35.538         0.000         0.000      -100.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072         0.000         0.997
       35.538         0.000         0.000      -150.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072         0.000         0.997
       35.538         0.000         0.000      -190.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072         0.000         0.997
       35.538         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.799        -0.072        -0.000         0.997
       35.538         0.000        50.000        -1.000         1.064         0.000        -1.334        -0.711         0.000        -1.307             1         0.799        -0.072        -0.000         0.997
       35.538         0.000        50.000       -10.000         0.272         0.000        -1.015        -0.658         0.000        -0.415             1         0.799        -0.072        -0.000         0.997
       35.538         0.000        50.000       -50.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538         0.000        50.000      -100.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538         0.000        50.000      -150.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538         0.000        50.000      -190.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538         0.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.799        -0.072        -0.000         0.997
       35.538         0.000       100.000        -1.000         1.064         0.000        -1.334        -0.711         0.000        -1.307             1         0.799        -0.072        -0.000         0.997
       35.538         0.000       100.000       -10.000         0.272         0.000        -1.015        -0.658         0.000        -0.415             1         0.799        -0.072        -0.000         0.997
       35.538         0.000       100.000       -50.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538         0.000       100.000      -100.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538         0.000       100.000      -150.000        -0.079         0.000        -0.514        -0.359         0.000        -0.033             1         0.799        -0.072        -0.000         0.997
       35.538        50.000       100.000      -190.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       -50.000         1.000         1.379         0.000         0.341         0.396         0.000        -1.299             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       -50.000        -1.000         1.246         0.000         0.300         0.352         0.000        -1.153             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       -50.000       -10.000         0.602         0.000         0.087         0.159         0.000        -0.509             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       -50.000       -50.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       -50.000      -100.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       -50.000      -150.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       -50.000      -190.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000         0.000         1.000         1.379         0.000         0.341         0.396         0.000        -1.299             1         1.520        -0.000         0.000         1.000
       35.538        50.000         0.000        -1.000         1.246         0.000         0.300         0.352         0.000        -1.153             1         1.520        -0.000         0.000         1.000
       35.538        50.000         0.000       -10.000         0.602         0.000         0.087         0.159         0.000        -0.509             1         1.520        -0.000         0.000         1.000
       35.538        50.000         0.000       -50.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000         0.000         1.000
       35.538        50.000         0.000      -100.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000         0.000         1.000
       35.538        50.000         0.000      -150.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000         0.000         1.000
       35.538        50.000         0.000      -190.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000         0.000         1.000
       35.538        50.000        50.000         1.000         1.379         0.000         0.341         0.396         0.000        -1.299             1         1.520        -0.000        -0.000         1.000
       35.538        50.000        50.000        -1.000         1.246         0.000         0.300         0.352         0.000        -1.153             1         1.520        -0.000        -0.000         1.000
       35.538        50.000        50.000       -10.000         0.602         0.000         0.087         0.159         0.000        -0.509             1         1.520        -0.000        -0.000         1.000
       35.538        50.000        50.000       -50.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000        50.000      -100.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000        50.000      -150.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000        50.000      -190.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       100.000         1.000         1.379         0.000         0.341         0.396         0.000        -1.299             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       100.000        -1.000         1.246         0.000         0.300         0.352         0.000        -1.153             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       100.000       -10.000         0.602         0.000         0.087         0.159         0.000        -0.509             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       100.000       -50.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       100.000      -100.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       100.000      -150.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       35.538        50.000       100.000      -190.000         0.210         0.000        -0.067         0.016         0.000        -0.179             1         1.520        -0.000        -0.000         1.000
       36.923       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       -50.000       -10.000        -1.383         0.000         1.692         1.181         0.000         1.123             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       -50.000       -50.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       -50.000      -100.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       -50.000      -150.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       -50.000      -190.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.485        -0.000        -0.000         1.000
       36.923       -50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.485        -0.000        -0.000         1.000
       36.923       -50.000         0.000       -10.000        -1.383         0.000         1.692         1.181         0.000         1.123             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000         0.000       -50.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000         0.000      -100.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000         0.000      -150.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000         0.000      -190.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.485        -0.000        -0.000         1.000
       36.923       -50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.485        -0.000        -0.000         1.000
       36.923       -50.000        50.000       -10.000        -1.383         0.000         1.692         1.181         0.000         1.123             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000        50.000       -50.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000        50.000      -100.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000        50.000      -150.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000        50.000      -190.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       100.000       -10.000        -1.383         0.000         1.692         1.181         0.000         1.123             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       100.000       -50.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       100.000      -100.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       100.000      -150.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
       36.923       -50.000       100.000      -190.000        -0.521         0.000         0.812         0.535         0.000         0.403             1        -3.485        -0.000        -0.000         1.000
