
These predictions were generated by SeaState on 29-Aug-2025 at 12:34:22.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   (sec)             (m)             (m)             (m)             (m)             (m)           (m/s)           (m/s)           (m/s)           (m/s)           (m/s)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)         (m/s^2)            (Pa)            (Pa)            (Pa)            (Pa)            (Pa)
   52.0000   0.1591753E+00   0.4256880E+00  -0.3152879E-01  -0.3635511E+00  -0.2050897E+01  -0.7767370E+00  -0.2525914E+00  -0.1585757E+01  -0.1427515E+01  -0.3741378E+01   0.1971318E+01   0.6756089E+00  -0.1192572E+01   0.1967107E+01  -0.2739013E+01   0.1536384E+04   0.3823116E+04   0.1972781E+03  -0.3449267E+04  -0.1937630E+05
   52.2000   0.2273894E+00   0.3814633E+00  -0.1823690E+00  -0.9880190E-01  -0.2217398E+01  -0.5353541E+00  -0.2415828E+00  -0.1748933E+01  -0.1098273E+01  -0.4025680E+01   0.1894718E+01  -0.1043522E+00  -0.2984716E+00   0.2182499E+01  -0.1173245E+01   0.2003882E+04   0.3319296E+04  -0.1286553E+04  -0.9361438E+03  -0.2087100E+05
   52.4000   0.2660335E+00   0.2883317E+00  -0.2804916E+00   0.1711121E+00  -0.2235487E+01  -0.3494084E+00  -0.3459151E+00  -0.1792247E+01  -0.7560330E+00  -0.4050426E+01   0.1379871E+01  -0.9708173E+00   0.4704048E+00   0.2173506E+01   0.5941415E+00   0.2203424E+04   0.2407399E+04  -0.2322860E+04   0.1619229E+04  -0.2102151E+05
   52.6000   0.2592872E+00   0.1497132E+00  -0.3284550E+00   0.4303153E+00  -0.2103031E+01  -0.2688458E+00  -0.5650041E+00  -0.1734990E+01  -0.4309611E+00  -0.3805826E+01   0.4891114E+00  -0.1773502E+01   0.1001038E+01   0.1940917E+01   0.2345197E+01   0.2019743E+04   0.1125161E+04  -0.2917170E+04   0.4077370E+04  -0.1981664E+05
   52.8000   0.1984630E+00  -0.2293335E-01  -0.3350203E+00   0.6638934E+00  -0.1833564E+01  -0.3275497E+00  -0.8779538E+00  -0.1609531E+01  -0.1508204E+00  -0.3314682E+01  -0.6296964E+00  -0.2365511E+01   0.1235782E+01   0.1523010E+01   0.3853827E+01   0.1398253E+04  -0.4242959E+03  -0.3128524E+04   0.6306387E+04  -0.1738134E+05
   53.0000   0.8471057E-01  -0.2113073E+00  -0.3126396E+00   0.8595344E+00  -0.1455058E+01  -0.5347197E+00  -0.1245999E+01  -0.1454003E+01   0.6311856E-01  -0.2630489E+01  -0.1767724E+01  -0.2630086E+01   0.1179066E+01   0.9872307E+00   0.4920064E+01   0.3646109E+03  -0.2082964E+04  -0.3050313E+04   0.8195304E+04  -0.1396506E+05
   53.2000  -0.7000622E-01  -0.3927395E+00  -0.2746077E+00   0.1008719E+01  -0.1006725E+01  -0.8706121E+00  -0.1618243E+01  -0.1304549E+01   0.1988490E+00  -0.1830956E+01  -0.2694130E+01  -0.2502576E+01   0.8915565E+00   0.4162370E+00   0.5401449E+01  -0.9697950E+03  -0.3658693E+04  -0.2787889E+04   0.9664031E+04  -0.9913753E+04
   53.4000  -0.2440035E+00  -0.5435521E+00  -0.2324368E+00   0.1107291E+01  -0.5342683E+00  -0.1287815E+01  -0.1939740E+01  -0.1188633E+01   0.2546114E+00  -0.1007849E+01  -0.3201983E+01  -0.1983515E+01   0.4736128E+00  -0.1085808E+00   0.5236086E+01  -0.2418713E+04  -0.4953019E+04  -0.2437356E+04   0.1066858E+05  -0.5628958E+04
   53.6000  -0.4089809E+00  -0.6427575E+00  -0.1939352E+00   0.1155350E+01  -0.8424038E-01  -0.1718151E+01  -0.2160574E+01  -0.1120648E+01   0.2380025E+00  -0.2546273E+00  -0.3151920E+01  -0.1140253E+01   0.4191921E-01  -0.5225357E+00   0.4453263E+01  -0.3747489E+04  -0.5791562E+04  -0.2069424E+04   0.1120109E+05  -0.1519495E+04
   53.8000  -0.5346724E+00  -0.6754678E+00  -0.1623076E+00   0.1156567E+01   0.3016928E+00  -0.2084160E+01  -0.2244312E+01  -0.1100524E+01   0.1635078E+00   0.3462213E+00  -0.2504392E+01  -0.9664951E-01  -0.2956375E+00  -0.7887637E+00   0.3169603E+01  -0.4711183E+04  -0.6051913E+04  -0.1720957E+04   0.1128521E+05   0.2047483E+04
   54.0000  -0.5942475E+00  -0.6354268E+00  -0.1363582E+00   0.1117086E+01   0.5917608E+00  -0.2313140E+01  -0.2174362E+01  -0.1115426E+01   0.4907668E-01   0.7342172E+00  -0.1333308E+01   0.9874327E+00  -0.4617051E+00  -0.9028364E+00   0.1571187E+01  -0.5097870E+04  -0.5684230E+04  -0.1395141E+04   0.1096811E+05   0.4789287E+04
   54.2000  -0.5694741E+00  -0.5262156E+00  -0.1116748E+00   0.1044288E+01   0.7676587E+00  -0.2351104E+01  -0.1957080E+01  -0.1143989E+01  -0.8748867E-01   0.8785903E+00   0.1824635E+00   0.1943244E+01  -0.4236217E+00  -0.8901688E+00  -0.1153788E+00  -0.4769372E+04  -0.4720938E+04  -0.1069439E+04   0.1031104E+05   0.6538434E+04
   54.4000  -0.4546543E+00  -0.3609086E+00  -0.8245829E-01   0.9456400E+00   0.8261991E+00  -0.2173930E+01  -0.1621049E+01  -0.1162084E+01  -0.2315664E+00   0.7815054E+00   0.1788901E+01   0.2622009E+01  -0.1975742E+00  -0.7971586E+00  -0.1658126E+01  -0.3691600E+04  -0.3273750E+04  -0.7089541E+03   0.9380190E+04   0.7257293E+04
   54.6000  -0.2585335E+00  -0.1602233E+00  -0.4356531E-01   0.8278630E+00   0.7788578E+00  -0.1793423E+01  -0.1212634E+01  -0.1148842E+01  -0.3735917E+00   0.4764053E+00   0.3202608E+01   0.2920336E+01   0.1575229E+00  -0.6783746E+00  -0.2855105E+01  -0.1948462E+04  -0.1518341E+04  -0.2818717E+03   0.8239484E+04   0.7035072E+04
   54.8000  -0.3738220E-02   0.5053695E-01   0.7692627E-02   0.6964943E+00   0.6493571E+00  -0.1256949E+01  -0.7885749E+00  -0.1091672E+01  -0.5094987E+00   0.2186166E-01   0.4163878E+01   0.2797587E+01   0.5545925E+00  -0.5829093E+00  -0.3564051E+01   0.2640398E+03   0.3308608E+03   0.2265963E+03   0.6946217E+04   0.6068244E+04
   55.0000   0.2762477E+00   0.2452356E+00   0.7038629E-01   0.5558823E+00   0.4697194E+00  -0.6404930E+00  -0.4069102E+00  -0.9893054E+00  -0.6397915E+00  -0.5079516E+00   0.4486598E+01   0.2282127E+01   0.8979989E+00  -0.5430905E+00  -0.3721442E+01   0.2663211E+04   0.2051632E+04   0.8048760E+03   0.5549677E+04   0.4627861E+04
   55.2000   0.5420991E+00   0.4007288E+00   0.1396735E+00   0.4095022E+00   0.2754392E+00  -0.3631208E-01  -0.1178093E+00  -0.8522888E+00  -0.7676274E+00  -0.1034547E+01   0.4094984E+01   0.1465371E+01   0.1103956E+01  -0.5680571E+00  -0.3348018E+01   0.4920722E+04   0.3445617E+04   0.1412312E+04   0.4092243E+04   0.3019081E+04
   55.4000   0.7548051E+00   0.5001301E+00   0.2074296E+00   0.2604431E+00   0.1005210E+00   0.4626208E+00   0.4410465E-01  -0.7009472E+00  -0.8964935E+00  -0.1486322E+01   0.3039622E+01   0.4848515E+00   0.1117598E+01  -0.6434878E+00  -0.2540341E+01   0.6712504E+04   0.4365560E+04   0.1983622E+04   0.2611927E+04   0.1539036E+04
   55.6000   0.8818883E+00   0.5349962E+00   0.2636545E+00   0.1118817E+00  -0.2688933E-01   0.7784975E+00   0.6464308E-01  -0.5612927E+00  -0.1028115E+01  -0.1807936E+01   0.1489367E+01  -0.5005012E+00   0.9234730E+00  -0.7372298E+00  -0.1450424E+01   0.7768954E+04   0.4733799E+04   0.2439549E+04   0.1145147E+04   0.4390440E+03
   55.8000   0.9025877E+00   0.5060969E+00   0.2983672E+00  -0.3260887E-01  -0.8769991E-01   0.8619287E+00  -0.4862542E-01  -0.4597796E+00  -0.1161128E+01  -0.1966522E+01  -0.2995123E+00  -0.1338256E+01   0.5477451E+00  -0.8092039E+00  -0.2575701E+00   0.7916794E+04   0.4549376E+04   0.2701539E+04  -0.2713946E+03  -0.1038817E+03
   56.0000   0.8110979E+00   0.4227060E+00   0.3035907E+00  -0.1690142E+00  -0.7353230E-01   0.7001043E+00  -0.2687493E+00  -0.4179752E+00  -0.1290828E+01  -0.1954010E+01  -0.2030950E+01  -0.1908425E+01   0.5209638E-01  -0.8229370E+00   0.8622259E+00   0.7105408E+04   0.3882998E+04   0.2707338E+04  -0.1600356E+04  -0.3095215E+01
   56.2000   0.6173103E+00   0.3005877E+00   0.2750343E+00  -0.2931039E+00   0.1323877E-01   0.3183774E+00  -0.5549196E+00  -0.4482074E+00  -0.1410002E+01  -0.1785533E+01  -0.3424057E+01  -0.2142773E+01  -0.4790209E+00  -0.7557778E+00   0.1763774E+01   0.5413337E+04   0.2861313E+04   0.2424423E+04  -0.2805093E+04   0.7350807E+03
   56.4000   0.3449735E+00   0.1590872E+00   0.2131307E+00  -0.4008616E+00   0.1608973E+00  -0.2249408E+00  -0.8600527E+00  -0.5510125E+00  -0.1510565E+01  -0.1494578E+01  -0.4264575E+01  -0.2034129E+01  -0.9549700E+00  -0.6052311E+00   0.2352391E+01   0.3034155E+04   0.1643642E+04   0.1858451E+04  -0.3852272E+04   0.2021060E+04
   56.6000   0.2765430E-01   0.1787092E-01   0.1232318E+00  -0.4889878E+00   0.3508621E+00  -0.8494732E+00  -0.1139002E+01  -0.7148300E+00  -0.1585534E+01  -0.1125997E+01  -0.4442687E+01  -0.1634279E+01  -0.1295961E+01  -0.3898760E+00   0.2592859E+01   0.2447507E+03   0.3955092E+03   0.1055088E+04  -0.4714937E+04   0.3701177E+04
   56.8000  -0.2967115E+00  -0.1061066E+00   0.1492051E-01  -0.5553333E+00   0.5607284E+00  -0.1467187E+01  -0.1355895E+01  -0.9179498E+00  -0.1630765E+01  -0.7283177E+00  -0.3969849E+01  -0.1041187E+01  -0.1447298E+01  -0.1447111E+00   0.2506918E+01  -0.2637967E+04  -0.7363497E+03   0.9471169E+02  -0.5375097E+04   0.5582388E+04
   57.0000  -0.5916731E+00  -0.2008991E+00  -0.9943211E-01  -0.5991315E+00   0.7673396E+00  -0.1997509E+01  -0.1489317E+01  -0.1132289E+01  -0.1645977E+01  -0.3467038E+00  -0.2971688E+01  -0.3783010E+00  -0.1388344E+01   0.8781306E-01   0.2160790E+01  -0.5304019E+04  -0.1643416E+04  -0.9190310E+03  -0.5825048E+04   0.7458279E+04
   57.2000  -0.8274599E+00  -0.2607741E+00  -0.2065921E+00  -0.6209606E+00   0.9494371E+00  -0.2380267E+01  -0.1534512E+01  -0.1328252E+01  -0.1634776E+01  -0.1769107E-01  -0.1658858E+01   0.2298821E+00  -0.1134852E+01   0.2687402E+00   0.1646122E+01  -0.7492720E+04  -0.2266309E+04  -0.1874770E+04  -0.6066925E+04   0.9132562E+04
   57.4000  -0.9846463E+00  -0.2862090E+00  -0.2945241E+00  -0.6224396E+00   0.1089578E+01  -0.2584108E+01  -0.1502363E+01  -0.1479756E+01  -0.1603659E+01   0.2336845E+00  -0.2822638E+00   0.6812059E+00  -0.7346642E+00   0.3726804E+00   0.1058774E+01  -0.9023503E+04  -0.2596077E+04  -0.2670229E+04  -0.6110641E+04   0.1043737E+05
   57.6000  -0.1055735E+01  -0.2827773E+00  -0.3542115E+00  -0.6057427E+00   0.1175188E+01  -0.2608986E+01  -0.1415542E+01  -0.1568499E+01  -0.1560254E+01   0.3942639E+00   0.9178737E+00   0.9137560E+00  -0.2579359E+00   0.3943971E+00   0.4799651E+00  -0.9810745E+04  -0.2666588E+04  -0.3227322E+04  -0.5970693E+04   0.1124490E+05
   57.8000  -0.1044532E+01  -0.2592379E+00  -0.3809258E+00  -0.5730588E+00   0.1198813E+01  -0.2482569E+01  -0.1302748E+01  -0.1586745E+01  -0.1511273E+01   0.4610761E+00   0.1758556E+01   0.9150037E+00   0.2160225E+00   0.3501472E+00  -0.3647963E-01  -0.9861441E+04  -0.2540288E+04  -0.3502888E+04  -0.5662787E+04   0.1147262E+05
   58.0000  -0.9636476E+00  -0.2252673E+00  -0.3747298E+00  -0.5261591E+00   0.1157748E+01  -0.2251640E+01  -0.1192262E+01  -0.1538163E+01  -0.1460747E+01   0.4383670E+00   0.2146716E+01   0.7207497E+00   0.6127788E+00   0.2733611E+00  -0.4687084E+00  -0.9257932E+04  -0.2290805E+04  -0.3493282E+04  -0.5201245E+04   0.1108296E+05
   58.2000  -0.8307700E+00  -0.1893230E+00  -0.3401546E+00  -0.4661897E+00   0.1053327E+01  -0.1970510E+01  -0.1106157E+01  -0.1436648E+01  -0.1409014E+01   0.3343080E+00   0.2091773E+01   0.4044438E+00   0.8752112E+00   0.2056819E+00  -0.8230382E+00  -0.8130595E+04  -0.1986135E+04  -0.3232189E+04  -0.4598002E+04   0.1007954E+05
   58.4000  -0.6645874E+00  -0.1570609E+00  -0.2851299E+00  -0.3937647E+00   0.8901486E+00  -0.1689042E+01  -0.1056297E+01  -0.1303396E+01  -0.1352800E+01   0.1582645E+00   0.1696093E+01   0.5936740E-01   0.9723241E+00   0.1855915E+00  -0.1123495E+01  -0.6627010E+04  -0.1675818E+04  -0.2782256E+04  -0.3863569E+04   0.8501862E+04
   58.6000  -0.4812374E+00  -0.1305933E+00  -0.2193899E+00  -0.3093446E+00   0.6754401E+00  -0.1442784E+01  -0.1042837E+01  -0.1162823E+01  -0.1286401E+01  -0.8073907E-01   0.1126091E+01  -0.2224832E+00   0.9031798E+00   0.2375272E+00  -0.1397832E+01  -0.4884302E+04  -0.1384386E+04  -0.2222274E+04  -0.3009769E+04   0.6419939E+04
   58.8000  -0.2919840E+00  -0.1086824E+00  -0.1526534E+00  -0.2137997E+00   0.4186674E+00  -0.1247225E+01  -0.1055423E+01  -0.1038071E+01  -0.1203695E+01  -0.3741320E+00   0.5707915E+00  -0.3704002E+00   0.6955844E+00   0.3643211E+00  -0.1663834E+01  -0.3010132E+04  -0.1111933E+04  -0.1632351E+04  -0.2053508E+04   0.3929983E+04
   59.0000  -0.1025191E+00  -0.8775600E-01  -0.9292088E-01  -0.1090063E+00   0.1313778E+00  -0.1097170E+01  -0.1076707E+01  -0.9469233E+00  -0.1100498E+01  -0.7126695E+00   0.1971469E+00  -0.3497739E+00   0.4000213E+00   0.5450373E+00  -0.1919473E+01  -0.1075468E+04  -0.8410218E+03  -0.1079900E+04  -0.1020475E+04   0.1150964E+04
   59.2000   0.8611023E-01  -0.6346075E-01  -0.4518957E-01   0.1706299E-02  -0.1728645E+00  -0.9711149E+00  -0.1087319E+01  -0.8988301E+00  -0.9766248E+00  -0.1084611E+01   0.1119125E+00  -0.1687621E+00   0.8004164E-01   0.7389597E+00  -0.2139456E+01   0.8805543E+03  -0.5478157E+03  -0.6089374E+03   0.5244543E+02  -0.1778518E+04
   59.4000   0.2753014E+00  -0.3235805E-01  -0.1081838E-01   0.1134102E+00  -0.4786221E+00  -0.8394012E+00  -0.1071160E+01  -0.8935572E+00  -0.8370893E+00  -0.1473944E+01   0.3382400E+00   0.1244170E+00  -0.1991908E+00   0.8949445E+00  -0.2279107E+01   0.2836257E+04  -0.2144367E+03  -0.2346558E+03   0.1117036E+04  -0.4704286E+04
   59.6000   0.4660688E+00   0.6650391E-02   0.1236357E-01   0.2198239E+00  -0.7690071E+00  -0.6741383E+00  -0.1019832E+01  -0.9216601E+00  -0.6920600E+00  -0.1859419E+01   0.8117921E+00   0.4528395E+00  -0.3823287E+00   0.9639628E+00  -0.2284703E+01   0.4768089E+04   0.1606073E+03   0.5591975E+02   0.2116396E+04  -0.7462652E+04
   59.8000   0.6563540E+00   0.5151489E-01   0.2923561E-01   0.3139378E+00  -0.1026504E+01  -0.4585376E+00  -0.9352166E+00  -0.9666758E+00  -0.5554826E+00  -0.2214940E+01   0.1396863E+01   0.7284021E+00  -0.4334347E+00   0.9117798E+00  -0.2107815E+01   0.6632093E+04   0.5566044E+03   0.2974057E+03   0.2990175E+04  -0.9889278E+04
   60.0000   0.8391910E+00   0.9705428E-01   0.4602230E-01   0.3889200E+00  -0.1234224E+01  -0.1934820E+00  -0.8296434E+00  -0.1008626E+01  -0.4426316E+00  -0.2511565E+01   0.1918606E+01   0.8717653E+00  -0.3422677E+00   0.7285647E+00  -0.1720174E+01   0.8351448E+04   0.9309930E+03   0.5350887E+03   0.3681542E+04  -0.1183079E+05
   60.2000   0.1002239E+01   0.1358133E+00   0.6865275E-01   0.4391139E+00  -0.1377492E+01   0.1001985E+00  -0.7235748E+00  -0.1028198E+01  -0.3671231E+00  -0.2720912E+01   0.2204047E+01   0.8305072E+00  -0.1262897E+00   0.4328781E+00  -0.1125396E+01   0.9813984E+04   0.1226062E+04   0.8116806E+03   0.4144555E+04  -0.1315833E+05
   60.4000   0.1128878E+01   0.1595901E+00   0.1011655E+00   0.4609106E+00  -0.1445540E+01   0.3843017E+00  -0.6413070E+00  -0.1010849E+01  -0.3381020E+00  -0.2819417E+01   0.2122746E+01   0.5916487E+00   0.1719481E+00   0.6880351E-01  -0.3644840E+00   0.1088116E+05   0.1380644E+04   0.1154497E+04   0.4350328E+04  -0.1378121E+05
   60.6000   0.1200699E+01   0.1613082E+00   0.1444716E+00   0.4532970E+00  -0.1433035E+01   0.6101584E+00  -0.6055858E+00  -0.9500899E+00  -0.3582954E+00  -0.2792604E+01   0.1618188E+01   0.1858932E+00   0.4917036E+00  -0.3033490E+00   0.4866015E+00   0.1140727E+05   0.1344353E+04   0.1565649E+04   0.4290683E+04  -0.1365862E+05
   60.8000   0.1200897E+01   0.1368281E+00   0.1957303E+00   0.4179409E+00  -0.1341119E+01   0.7283979E+00  -0.6322916E+00  -0.8493342E+00  -0.4234468E+00  -0.2638445E+01   0.7231100E+00  -0.3173642E+00   0.7642458E+00  -0.6207049E+00   0.1327267E+01   0.1126534E+05   0.1091191E+04   0.2017317E+04   0.3978391E+04  -0.1280705E+05
   61.0000   0.1117872E+01   0.8628556E-01   0.2484840E+00   0.3587908E+00  -0.1177725E+01   0.6994815E+00  -0.7263401E+00  -0.7219300E+00  -0.5233240E+00  -0.2369006E+01  -0.4444569E+00  -0.8233103E+00   0.9248413E+00  -0.8326153E+00   0.2048707E+01   0.1037428E+05   0.6293839E+03   0.2453318E+04   0.3444000E+04  -0.1130156E+05
   61.2000   0.9482619E+00   0.1464030E-01   0.2935599E+00   0.2812782E+00  -0.9570037E+00   0.5027534E+00  -0.8797148E+00  -0.5893098E+00  -0.6441020E+00  -0.2009871E+01  -0.1703425E+01  -0.1230600E+01   0.9246572E+00  -0.9129031E+00   0.2553202E+01   0.8721752E+04   0.5055573E+01   0.2796944E+04   0.2729979E+04  -0.9270035E+04
   61.4000   0.6987517E+00  -0.6872778E-01   0.3206083E+00   0.1913147E+00  -0.6978994E+00   0.1420764E+00  -0.1072103E+01  -0.4775087E+00  -0.7715650E+00  -0.1597270E+01  -0.2845276E+01  -0.1452026E+01   0.7405984E+00  -0.8663892E+00   0.2772361E+01   0.6377462E+04  -0.7015316E+03   0.2963938E+04   0.1883629E+04  -0.6880624E+04
   61.6000   0.3862299E+00  -0.1513398E+00   0.3200218E+00   0.9433651E-01  -0.4220194E+00  -0.3531533E+00  -0.1274087E+01  -0.4126114E+00  -0.8943386E+00  -0.1173301E+01  -0.3675361E+01  -0.1432757E+01   0.3813061E+00  -0.7277863E+00   0.2680480E+01   0.3493761E+04  -0.1386836E+04   0.2878409E+04   0.9505746E+03  -0.4323709E+04
   61.8000   0.3619843E-01  -0.2196372E+00   0.2849028E+00  -0.5366374E-02  -0.1511178E+00  -0.9318403E+00  -0.1452304E+01  -0.4158836E+00  -0.1006311E+01  -0.7800248E+00  -0.4051118E+01  -0.1162374E+01  -0.1119665E+00  -0.5528784E+00   0.2300154E+01   0.2927059E+03  -0.1940218E+04   0.2488915E+04  -0.2952828E+02  -0.1790965E+04
   62.0000  -0.3203136E+00  -0.2613226E+00   0.2127168E+00  -0.1048477E+00   0.9542179E-01  -0.1529109E+01  -0.1575591E+01  -0.4994475E+00  -0.1107563E+01  -0.4534646E+00  -0.3909251E+01  -0.6782044E+00  -0.6701114E+00  -0.4038356E+00   0.1698812E+01  -0.2958615E+04  -0.2262528E+04   0.1781703E+04  -0.1023933E+04   0.5454426E+03
   62.2000  -0.6507925E+00  -0.2675785E+00   0.1063175E+00  -0.2021785E+00   0.3027117E+00  -0.2076720E+01  -0.1620889E+01  -0.6632940E+00  -0.1203477E+01  -0.2185961E+00  -0.3276476E+01  -0.5916910E-01  -0.1206152E+01  -0.3320913E+00   0.9767594E+00  -0.5980412E+04  -0.2283598E+04   0.7885524E+03  -0.2004157E+04   0.2550436E+04
   62.4000  -0.9255270E+00  -0.2347273E+00  -0.2588192E-01  -0.2956798E+00   0.4617510E+00  -0.2513918E+01  -0.1577749E+01  -0.8942349E+00  -0.1302138E+01  -0.8622323E-01  -0.2262039E+01   0.5887337E+00  -0.1629091E+01  -0.3630167E+00   0.2489972E+00  -0.8514759E+04  -0.1975229E+04  -0.4125758E+03  -0.2940598E+04   0.4137708E+04
   62.6000  -0.1121389E+01  -0.1650070E+00  -0.1706685E+00  -0.3829271E+00   0.5698808E+00  -0.2796647E+01  -0.1450511E+01  -0.1167074E+01  -0.1410621E+01  -0.5229916E-01  -0.1034124E+01   0.1152462E+01  -0.1859437E+01  -0.4864532E+00  -0.3755634E+00  -0.1035660E+05  -0.1357136E+04  -0.1704569E+04  -0.3796095E+04   0.5273900E+04
   62.8000  -0.1224490E+01  -0.6629134E-01  -0.3116421E+00  -0.4598378E+00   0.6302633E+00  -0.2903437E+01  -0.1257709E+01  -0.1447908E+01  -0.1531065E+01  -0.9977230E-01   0.2143545E+00   0.1533552E+01  -0.1843776E+01  -0.6559697E+00  -0.8134125E+00  -0.1137631E+05  -0.4945580E+03  -0.2945172E+04  -0.4520730E+04   0.5974947E+04
   63.0000  -0.1231320E+01   0.4919759E-01  -0.4314493E+00  -0.5201643E+00   0.6505191E+00  -0.2837039E+01  -0.1028782E+01  -0.1699077E+01  -0.1657630E+01  -0.2025670E+00   0.1303083E+01   0.1667036E+01  -0.1565659E+01  -0.7977470E+00  -0.1020475E+01  -0.1153061E+05   0.5121146E+03  -0.3985908E+04  -0.5050145E+04   0.6295632E+04
   63.2000  -0.1148288E+01   0.1669501E+00  -0.5142859E+00  -0.5556502E+00   0.6408044E+00  -0.2621758E+01  -0.7987349E+00  -0.1884979E+01  -0.1775278E+01  -0.3309008E+00   0.2096873E+01   0.1533902E+01  -0.1050616E+01  -0.8276890E+00  -0.9981947E+00  -0.1086083E+05   0.1543786E+04  -0.4693008E+04  -0.5309027E+04   0.6314497E+04
   63.4000  -0.9898795E+00   0.2726172E+00  -0.5482663E+00  -0.5569703E+00   0.6116999E+00  -0.2297321E+01  -0.6017466E+00  -0.1977767E+01  -0.1860994E+01  -0.4569057E+00   0.2526879E+01   0.1164605E+01  -0.3639737E+00  -0.6732368E+00  -0.7906446E+00  -0.9480009E+04   0.2482166E+04  -0.4966967E+04  -0.5220358E+04   0.6117032E+04
   63.6000  -0.7758789E+00   0.3543814E+00  -0.5272624E+00  -0.5153881E+00   0.5723000E+00  -0.1910738E+01  -0.4649963E+00  -0.1961949E+01  -0.1887497E+01  -0.5594880E+00   0.2596695E+01   0.6329330E+00   0.3985113E+00  -0.2949452E+00  -0.4734614E+00  -0.7551958E+04   0.3228674E+04  -0.4757561E+04  -0.4719544E+04   0.5780192E+04
   63.8000  -0.5282477E+00   0.4048067E+00  -0.4518995E+00  -0.4248701E+00   0.5288379E+00  -0.1507940E+01  -0.4038836E+00  -0.1837054E+01  -0.1828919E+01  -0.6275436E+00   0.2372999E+01   0.4143383E-01   0.1125884E+01   0.2974656E+00  -0.1370508E+00  -0.5266630E+04   0.3719234E+04  -0.4071792E+04  -0.3771157E+04   0.5360901E+04
   64.0000  -0.2682434E+00   0.4218244E+00  -0.3295383E+00  -0.2842403E+00   0.4840634E+00  -0.1126864E+01  -0.4195703E+00  -0.1617877E+01  -0.1667358E+01  -0.6609946E+00   0.1963792E+01  -0.4987157E+00   0.1710522E+01   0.1038967E+01   0.1323907E+00  -0.2816314E+04   0.3932273E+04  -0.2973479E+04  -0.2384953E+04   0.4890281E+04
   64.2000  -0.1423865E-01   0.4086813E+00  -0.1732413E+00  -0.9888061E-01   0.4374276E+00  -0.7932037E+00  -0.4993029E+00  -0.1332209E+01  -0.1398906E+01  -0.6695569E+00   0.1489869E+01  -0.8894057E+00   0.2066633E+01   0.1815431E+01   0.2701491E+00  -0.3763245E+03   0.3888545E+04  -0.1574534E+04  -0.6273704E+03   0.4374225E+04
   64.4000   0.2194898E+00   0.3728857E+00   0.9993489E-04   0.1184925E+00   0.3859819E+00  -0.5193661E+00  -0.6194235E+00  -0.1016446E+01  -0.1037689E+01  -0.6696082E+00   0.1056352E+01  -0.1064575E+01   0.2145251E+01   0.2481951E+01   0.2451321E+00   0.1907472E+04   0.3643037E+04  -0.1944420E+02   0.1374941E+04   0.3799587E+04
   64.6000   0.4229824E+00   0.3243751E+00   0.1721610E+00   0.3483078E+00   0.3257495E+00  -0.3064150E+00  -0.7504553E+00  -0.7098411E+00  -0.6167563E+00  -0.6798711E+00   0.7307481E+00  -0.1002756E+01   0.1942748E+01   0.2890256E+01   0.6461076E-01   0.3923784E+04   0.3270725E+04   0.1534470E+04   0.3441804E+04   0.3144273E+04
   64.8000   0.5900251E+00   0.2732841E+00   0.3256991E+00   0.5659888E+00   0.2532582E+00  -0.1481268E+00  -0.8632438E+00  -0.4484185E+00  -0.1852111E+00  -0.7168478E+00   0.5321392E+00  -0.7307228E+00   0.1501101E+01   0.2919921E+01  -0.2291130E+00   0.5594701E+04   0.2849148E+04   0.2937752E+04   0.5356912E+04   0.2388833E+04
   65.0000   0.7171246E+00   0.2277635E+00   0.4467686E+00   0.7450116E+00   0.1668965E+00  -0.3587388E-01  -0.9349265E+00  -0.2596409E+00   0.1982672E+00  -0.7909445E+00   0.4333270E+00  -0.3176067E+00   0.8996750E+00   0.2506851E+01  -0.5690994E+00   0.6870425E+04   0.2441321E+04   0.4067129E+04   0.6894291E+04   0.1526954E+04
   65.2000   0.8024312E+00   0.1922872E+00   0.5262921E+00   0.8607519E+00   0.6781568E-01   0.3702252E-01  -0.9535626E+00  -0.1587652E+00   0.4745826E+00  -0.9040385E+00   0.3745854E+00   0.1393164E+00   0.2400489E+00   0.1662635E+01  -0.8788014E+00   0.7722639E+04   0.2082433E+04   0.4838719E+04   0.7850219E+04   0.5726754E+03
